Record_ID,Timestamp,Building,Floor,Zone,Connected_Users,Bandwidth_Usage_MB,Download_Speed_Mbps,Upload_Speed_Mbps,Latency_ms,Packet_Loss_Percent,Signal_Strength_dBm,Weather,Event_Occurring,Congestion_Status,Traffic_Level,Network_Health
2770,2025-09-19 07:19:00,AI_BLOCK,FLOOR3,Cyber Lab,54,514.57,120.3,61.5,43.1,2.7,-66.0,Cloudy,No_Event,Low,Light,Excellent
2771,2025-02-06 22:08:00,AI_BLOCK,FLOOR3,Data Visualization Lab,99,1441.45,95.55,50.25,72.35,4.14,-72.0,Rainy,Culturals,Low,Light,Good
2772,2025-03-02 08:04:00,MAIN_BLOCK,FLOOR3,Classroom,96,1026.03,97.2,51.0,70.4,4.37,-76.0,Cloudy,Thiran,Low,Light,Good
2773,2025-06-10 20:20:00,AI_BLOCK,FLOOR2,Synapse Studio,51,693.92,121.95,62.25,41.15,1.69,-63.0,Sunny,No_Event,Low,Light,Excellent
2774,2025-01-29 09:50:00,MAIN_BLOCK,FLOOR3,Classroom,129,838.89,79.05,42.75,91.85,3.55,-70.0,Cloudy,No_Event,Medium,Moderate,Good
2775,2025-07-12 21:15:00,MECH_BLOCK,GROUND,FABLAB,101,879.33,94.45,49.75,73.65,3.75,-51.0,Rainy,Thiran,Medium,Moderate,Good
2776,2025-04-23 00:59:00,BUS_AREA,GROUND,Bus Bay,52,689.74,121.4,62.0,41.8,2.45,-50.0,Rainy,No_Event,Low,Light,Excellent
2777,2025-01-08 07:18:00,MAIN_BLOCK,FLOOR3,Classroom,70,514.24,111.5,57.5,53.5,2.67,-42.0,Cloudy,No_Event,Low,Light,Excellent
2778,2025-12-21 14:22:00,MAIN_BLOCK,GROUND,Classroom,150,1460.92,67.5,37.5,105.5,5.28,-68.0,Rainy,No_Event,Medium,Moderate,Poor
2779,2025-04-18 09:35:00,MAIN_BLOCK,GROUND,Chemistry Lab,171,1369.07,55.95,32.25,119.15,5.34,-36.0,Cloudy,No_Event,Medium,Moderate,Poor
2780,2025-07-10 04:22:00,AI_BLOCK,FLOOR2,Synapse Studio,63,612.38,95.55,59.25,48.95,3.47,-39.0,Sunny,No_Event,Low,Light,Excellent
2781,2025-09-26 21:14:00,BUS_AREA,GROUND,Bus Bay,115,841.6,86.75,46.25,82.75,4.54,-46.0,Rainy,No_Event,Medium,Moderate,Good
2782,2025-05-28 19:28:00,AI_BLOCK,FLOOR2,Classroom,99,1126.86,95.55,50.25,72.35,2.86,-60.0,Rainy,No_Event,Low,Light,Good
2783,2025-09-29 21:29:00,MAIN_BLOCK,FLOOR2,IT Project Lab,62,697.1,115.9,59.5,48.3,2.97,-73.0,Rainy,No_Event,Low,Light,Excellent
2784,2025-05-21 15:17:00,MAIN_BLOCK,GROUND,Classroom,148,1757.87,68.6,38.0,104.2,3.83,-62.0,Cloudy,Freshwarite,Medium,Moderate,Poor
2785,2025-10-01 13:31:00,MAIN_BLOCK,FLOOR3,Cybernet Lab,101,1305.01,94.45,49.75,73.65,3.08,-55.0,Sunny,No_Event,Medium,Moderate,Good
2786,2025-10-08 08:51:00,MECH_BLOCK,GROUND,FABLAB,84,1205.12,103.8,54.0,62.6,2.95,-71.0,Cloudy,Culturals,Low,Light,Good
2787,2025-09-10 02:31:00,AI_BLOCK,FLOOR2,GenAI Lab,100,863.0,95.0,50.0,73.0,3.56,-43.0,Cloudy,No_Event,Medium,Moderate,Good
2788,2025-07-04 02:00:00,AI_BLOCK,FLOOR1,Classroom,70,860.04,111.5,57.5,53.5,3.61,-40.0,Sunny,Thiran,Low,Light,Excellent
2789,2025-12-23 07:00:00,MECH_BLOCK,GROUND,CAD Lab,45,481.52,125.25,63.75,37.25,3.25,-79.0,Sunny,No_Event,Low,Light,Excellent
2790,2025-09-25 15:09:00,AMENITY,GROUND,Music Room,108,966.89,90.6,48.0,78.2,3.47,-68.0,Sunny,No_Event,Medium,Moderate,Good
2791,2025-11-10 01:50:00,MAIN_BLOCK,FLOOR3,Classroom,74,462.17,109.3,56.5,56.1,2.44,-76.0,Sunny,No_Event,Low,Light,Excellent
2792,2025-05-01 15:46:00,AI_BLOCK,GROUND,Robospace,130,1272.0,78.5,42.5,92.5,4.77,-53.0,Sunny,FlashMob,Medium,Moderate,Good
2793,2025-09-19 09:59:00,AI_BLOCK,FLOOR1,Classroom,149,2118.38,68.05,37.75,104.85,4.35,-58.0,Cloudy,No_Event,Medium,Moderate,Poor
2794,2025-11-08 21:18:00,MECH_BLOCK,GROUND,CAD Lab,111,1562.58,88.95,47.25,80.15,3.96,-41.0,Rainy,No_Event,Medium,Moderate,Good
2795,2025-04-09 11:18:00,AMENITY,GROUND,Food Court,57,471.52,118.65,60.75,45.05,2.2,-78.0,Sunny,No_Event,Low,Light,Excellent
2796,2025-06-19 14:45:00,MECH_BLOCK,FLOOR2,Library,162,1508.42,60.9,34.5,113.3,4.97,-72.0,Cloudy,No_Event,Medium,Moderate,Poor
2797,2025-07-19 20:02:00,MECH_BLOCK,FLOOR2,Lab,48,413.6,123.6,63.0,39.2,2.12,-50.0,Sunny,No_Event,Low,Light,Excellent
2798,2025-05-16 05:42:00,HOSTEL_BOYS,GROUND,Hostel,84,860.27,103.8,54.0,62.6,2.18,-60.0,Rainy,No_Event,Low,Light,Good
2799,2025-04-26 10:34:00,MAIN_BLOCK,GROUND,Classroom,127,1883.56,80.15,43.25,90.55,3.6,-43.0,Rainy,No_Event,Medium,Moderate,Good
2800,2025-05-31 00:07:00,HOSTEL_BOYS,GROUND,Hostel,89,842.47,101.05,52.75,65.85,2.51,-63.0,Rainy,Freshwarite,Low,Light,Good
2801,2025-12-17 09:23:00,AI_BLOCK,GROUND,AI Lab,151,1222.51,66.95,37.25,106.15,4.05,-72.0,Sunny,Thiran,Medium,Moderate,Poor
2802,2025-01-30 03:49:00,AI_BLOCK,FLOOR3,Data Visualization Lab,79,690.06,106.55,55.25,59.35,2.73,-70.0,Cloudy,No_Event,Low,Light,Excellent
2803,2025-07-12 09:14:00,AI_BLOCK,FLOOR1,ML Lab,179,1253.74,51.55,30.25,124.35,4.91,-63.0,Rainy,Thiran,Medium,Moderate,Poor
2804,2025-10-11 18:11:00,AI_BLOCK,FLOOR2,Synapse Studio,45,499.2,125.25,63.75,37.25,2.0,-45.0,Cloudy,No_Event,Low,Light,Excellent
2805,2025-03-16 15:58:00,AI_BLOCK,FLOOR2,Classroom,119,1621.1,84.55,45.25,85.35,3.51,-78.0,Cloudy,Freshwarite,Medium,Moderate,Good
2806,2025-05-30 16:35:00,AI_BLOCK,FLOOR2,GenAI Lab,110,1091.79,89.5,47.5,79.5,2.94,-69.0,Cloudy,No_Event,Medium,Moderate,Good
2807,2025-12-31 19:30:00,MECH_BLOCK,FLOOR2,Lab,81,639.89,105.45,54.75,60.65,4.03,-41.0,Sunny,No_Event,Low,Light,Good
2808,2025-10-25 00:51:00,MARIO,GROUND,Snack Corner,55,656.51,119.75,61.25,43.75,2.26,-53.0,Sunny,FlashMob,Low,Light,Excellent
2809,2025-04-11 07:38:00,MAIN_BLOCK,FLOOR1,Auditorium,218,2104.58,30.1,20.5,149.7,6.48,-58.0,Cloudy,Culturals,High,Heavy,Poor
2810,2025-04-03 08:58:00,MECH_BLOCK,GROUND,CAD Lab,72,459.23,110.4,57.0,54.8,2.08,-69.0,Cloudy,Culturals,Low,Light,Excellent
2811,2025-05-25 03:48:00,HOSTEL_BOYS,GROUND,Hostel,42,482.3,126.9,64.5,35.3,2.56,-77.0,Sunny,Culturals,Low,Light,Excellent
2812,2025-07-19 15:46:00,MAIN_BLOCK,GROUND,Chemistry Lab,128,1547.51,79.6,43.0,91.2,3.24,-45.0,Cloudy,No_Event,Medium,Moderate,Good
2813,2025-03-04 01:19:00,MECH_BLOCK,GROUND,FABLAB,107,677.49,91.15,48.25,77.55,3.15,-50.0,Sunny,Culturals,Medium,Moderate,Good
2814,2025-02-18 06:33:00,MAIN_BLOCK,FLOOR3,Cybernet Lab,90,980.43,100.5,52.5,66.5,3.07,-43.0,Sunny,FlashMob,Low,Light,Good
2815,2025-07-02 06:41:00,MAIN_BLOCK,GROUND,Chemistry Lab,103,727.88,93.35,49.25,74.95,3.08,-55.0,Sunny,No_Event,Medium,Moderate,Good
2816,2025-11-22 01:57:00,MAIN_BLOCK,FLOOR1,Auditorium,67,545.48,113.15,58.25,51.55,3.53,-68.0,Cloudy,No_Event,Low,Light,Excellent
2817,2025-09-10 14:34:00,MECH_BLOCK,GROUND,FABLAB,160,1086.51,62.0,35.0,112.0,5.42,-49.0,Cloudy,Culturals,Medium,Moderate,Poor
2818,2025-10-10 21:09:00,MECH_BLOCK,FLOOR2,Lab,119,1628.58,84.55,45.25,85.35,4.54,-52.0,Cloudy,No_Event,Medium,Moderate,Good
2819,2025-12-09 06:40:00,MAIN_BLOCK,FLOOR3,Cybernet Lab,83,1017.47,104.35,54.25,61.95,4.06,-48.0,Sunny,Thiran,Low,Light,Good
2820,2025-08-27 12:17:00,HOSTEL_GIRLS,GROUND,Hostel,103,692.34,93.35,49.25,74.95,3.33,-58.0,Rainy,No_Event,Medium,Moderate,Good
2821,2025-09-09 05:41:00,AI_BLOCK,FLOOR3,Cyber Lab,48,571.92,123.6,63.0,39.2,3.45,-39.0,Sunny,No_Event,Low,Light,Excellent
2822,2025-06-12 19:57:00,MECH_BLOCK,FLOOR2,Lab,99,1210.94,95.55,50.25,72.35,4.43,-62.0,Sunny,No_Event,Low,Light,Good
2823,2025-01-10 18:00:00,MECH_BLOCK,GROUND,FABLAB,118,866.62,85.1,45.5,84.7,4.19,-56.0,Rainy,Freshwarite,Medium,Moderate,Good
2824,2025-09-14 00:35:00,MAIN_BLOCK,FLOOR2,Computer Lab,89,1102.67,101.05,52.75,65.85,2.64,-60.0,Cloudy,No_Event,Low,Light,Good
2825,2025-12-02 14:56:00,MECH_BLOCK,GROUND,FABLAB,155,1823.76,64.75,36.25,108.75,3.73,-80.0,Rainy,Culturals,Medium,Moderate,Poor
2826,2025-12-15 15:50:00,MECH_BLOCK,FLOOR3,Lab,91,1106.08,99.95,52.25,67.15,3.13,-74.0,Cloudy,No_Event,Low,Light,Good
2827,2025-02-20 11:55:00,AI_BLOCK,GROUND,Robospace,116,890.43,86.2,46.0,83.4,4.27,-67.0,Cloudy,No_Event,Medium,Moderate,Good
2828,2025-05-28 00:54:00,MAIN_BLOCK,FLOOR3,Classroom,95,1248.84,97.75,51.25,69.75,3.62,-58.0,Cloudy,No_Event,Low,Light,Good
2829,2025-07-02 06:43:00,HOSTEL_GIRLS,GROUND,Hostel,52,318.1,121.4,62.0,41.8,2.73,-50.0,Sunny,No_Event,Low,Light,Excellent
2830,2025-12-31 11:20:00,MAIN_BLOCK,GROUND,Chemistry Lab,137,1236.45,74.65,40.75,97.05,3.69,-49.0,Rainy,No_Event,Medium,Moderate,Good
2831,2025-02-24 12:28:00,AI_BLOCK,FLOOR3,Data Visualization Lab,104,804.23,92.8,49.0,75.6,4.12,-39.0,Sunny,No_Event,Medium,Moderate,Good
2832,2025-07-22 21:10:00,AI_BLOCK,FLOOR2,Classroom,54,793.35,120.3,61.5,43.1,3.52,-64.0,Rainy,FlashMob,Low,Light,Excellent
2833,2025-08-28 12:17:00,AI_BLOCK,FLOOR1,Classroom,176,1621.54,53.2,31.0,122.4,5.89,-79.0,Rainy,No_Event,Medium,Moderate,Poor
2834,2025-06-26 08:27:00,HOSTEL_GIRLS,GROUND,Hostel,52,462.44,121.4,62.0,41.8,2.05,-50.0,Sunny,FlashMob,Low,Light,Excellent
2835,2025-07-07 13:05:00,AI_BLOCK,FLOOR2,Synapse Studio,315,2116.64,8.0,5.0,212.75,7.56,-46.0,Rainy,FlashMob,High,Heavy,Poor
2836,2025-09-07 06:00:00,MECH_BLOCK,GROUND,FABLAB,108,1079.94,90.6,48.0,78.2,3.67,-54.0,Rainy,No_Event,Medium,Moderate,Good
2837,2025-11-09 20:08:00,MECH_BLOCK,GROUND,Lab,116,1044.89,86.2,46.0,83.4,3.52,-52.0,Sunny,No_Event,Medium,Moderate,Good
2838,2025-07-13 11:35:00,AI_BLOCK,FLOOR2,GenAI Lab,165,1433.57,59.25,33.75,115.25,3.82,-52.0,Cloudy,No_Event,Medium,Moderate,Poor
2839,2025-01-30 21:22:00,MAIN_BLOCK,FLOOR3,Cybernet Lab,117,883.26,85.65,45.75,84.05,4.32,-72.0,Cloudy,No_Event,Medium,Moderate,Good
2840,2025-01-03 22:00:00,AI_BLOCK,GROUND,AI Lab,79,605.38,106.55,55.25,59.35,3.14,-74.0,Cloudy,Thiran,Low,Light,Excellent
2841,2025-08-15 17:28:00,AI_BLOCK,FLOOR2,Synapse Studio,260,1741.85,8.0,10.0,177.0,6.5,-48.0,Sunny,Thiran,High,Heavy,Poor
2842,2025-04-15 01:45:00,MAIN_BLOCK,FLOOR1,Auditorium,271,2521.43,8.0,7.25,184.15,6.17,-39.0,Rainy,Freshwarite,High,Heavy,Poor
2843,2025-11-26 15:34:00,MAIN_BLOCK,FLOOR1,Classroom,84,915.03,103.8,54.0,62.6,2.73,-37.0,Sunny,Culturals,Low,Light,Good
2844,2025-12-31 11:44:00,AI_BLOCK,FLOOR2,GenAI Lab,212,2884.47,33.4,22.0,145.8,6.71,-38.0,Cloudy,No_Event,High,Heavy,Poor
2845,2025-06-29 15:40:00,MAIN_BLOCK,FLOOR1,Auditorium,385,3524.52,8.0,5.0,258.25,9.78,-76.0,Cloudy,FlashMob,High,Heavy,Poor
2846,2025-04-02 18:37:00,AI_BLOCK,FLOOR2,GenAI Lab,70,754.57,111.5,57.5,53.5,3.7,-36.0,Cloudy,Freshwarite,Low,Light,Excellent
2847,2025-08-06 13:09:00,MECH_BLOCK,GROUND,Lab,105,1332.86,92.25,48.75,76.25,2.82,-42.0,Rainy,No_Event,Medium,Moderate,Good
2848,2025-05-03 11:21:00,AI_BLOCK,FLOOR2,Synapse Studio,157,948.53,63.65,35.75,110.05,4.85,-59.0,Cloudy,No_Event,Medium,Moderate,Poor
2849,2025-05-30 20:17:00,AI_BLOCK,FLOOR2,GenAI Lab,116,1275.91,86.2,46.0,83.4,3.36,-49.0,Sunny,Freshwarite,Medium,Moderate,Good
2850,2025-11-16 13:03:00,AI_BLOCK,FLOOR2,GenAI Lab,109,939.97,90.05,47.75,78.85,3.32,-59.0,Cloudy,FlashMob,Medium,Moderate,Good
2851,2025-07-02 21:27:00,AI_BLOCK,FLOOR2,Vista Hall,109,1617.94,90.05,47.75,78.85,3.3,-52.0,Rainy,No_Event,Medium,Moderate,Good
2852,2025-10-15 04:32:00,AI_BLOCK,FLOOR2,Synapse Studio,90,979.69,100.5,52.5,66.5,4.11,-44.0,Sunny,No_Event,Low,Light,Good
2853,2025-03-09 07:31:00,AI_BLOCK,GROUND,Robospace,102,1448.66,93.9,49.5,74.3,4.23,-72.0,Rainy,Thiran,Medium,Moderate,Good
2854,2025-07-12 22:51:00,AI_BLOCK,FLOOR2,GenAI Lab,113,1442.86,87.85,46.75,81.45,3.48,-44.0,Cloudy,No_Event,Medium,Moderate,Good
2855,2025-03-09 02:08:00,HOSTEL_BOYS,GROUND,Hostel,65,750.53,114.25,58.75,50.25,2.03,-65.0,Rainy,No_Event,Low,Light,Excellent
2856,2025-12-17 04:00:00,MAIN_BLOCK,FLOOR2,Computer Lab,54,669.87,120.3,61.5,43.1,3.45,-73.0,Sunny,Freshwarite,Low,Light,Excellent
2857,2025-03-18 21:37:00,MAIN_BLOCK,FLOOR3,Classroom,100,617.48,95.0,50.0,73.0,3.51,-46.0,Cloudy,No_Event,Medium,Moderate,Good
2858,2025-08-06 19:34:00,MAIN_BLOCK,GROUND,Chemistry Lab,78,1017.1,107.1,55.5,58.7,3.29,-66.0,Cloudy,No_Event,Low,Light,Excellent
2859,2025-02-11 19:36:00,AI_BLOCK,FLOOR3,Data Visualization Lab,64,909.59,114.8,59.0,49.6,3.13,-44.0,Cloudy,No_Event,Low,Light,Excellent
2860,2025-04-17 05:35:00,AI_BLOCK,FLOOR2,Synapse Studio,52,370.88,121.4,62.0,41.8,2.53,-45.0,Cloudy,No_Event,Low,Light,Excellent
2861,2025-10-25 15:11:00,AI_BLOCK,GROUND,Robospace,117,917.89,85.65,45.75,84.05,2.84,-61.0,Sunny,Thiran,Medium,Moderate,Good
2862,2025-12-20 17:25:00,MAIN_BLOCK,FLOOR2,Computer Lab,43,443.38,126.35,64.25,35.95,1.96,-46.0,Cloudy,No_Event,Low,Light,Excellent
2863,2025-08-27 08:59:00,MAIN_BLOCK,FLOOR3,Classroom,40,329.98,128.0,65.0,34.0,2.93,-71.0,Rainy,No_Event,Low,Light,Excellent
2864,2025-09-14 09:19:00,AI_BLOCK,FLOOR1,ML Lab,156,986.71,64.2,36.0,109.4,4.84,-44.0,Sunny,FlashMob,Medium,Moderate,Poor
2865,2025-03-03 16:30:00,MAIN_BLOCK,FLOOR3,Classroom,143,1545.07,71.35,39.25,100.95,4.67,-69.0,Cloudy,No_Event,Medium,Moderate,Poor
2866,2025-12-23 20:35:00,AI_BLOCK,FLOOR1,Classroom,102,1356.62,93.9,49.5,74.3,2.98,-65.0,Cloudy,No_Event,Medium,Moderate,Good
2867,2025-10-04 21:23:00,MAIN_BLOCK,GROUND,Library,104,1008.99,92.8,49.0,75.6,3.95,-36.0,Rainy,No_Event,Medium,Moderate,Good
2868,2025-05-05 00:55:00,HOSTEL_BOYS,GROUND,Hostel,72,1033.43,110.4,57.0,54.8,2.61,-37.0,Rainy,FlashMob,Low,Light,Excellent
2869,2025-11-15 02:16:00,AI_BLOCK,FLOOR1,ML Lab,68,698.22,112.6,58.0,52.2,3.63,-62.0,Cloudy,No_Event,Low,Light,Excellent
2870,2025-08-17 01:18:00,MAIN_BLOCK,FLOOR3,Cybernet Lab,94,925.72,98.3,51.5,69.1,2.63,-62.0,Sunny,No_Event,Low,Light,Good
2871,2025-09-27 00:04:00,MAIN_BLOCK,FLOOR1,Auditorium,274,2704.75,95.55,6.5,186.1,7.72,-80.0,Rainy,FlashMob,High,Heavy,Poor
2872,2025-08-14 19:00:00,HOSTEL_GIRLS,GROUND,Hostel,196,1202.42,42.2,26.0,135.4,4.56,-45.0,Sunny,Culturals,High,Heavy,Poor
2873,2025-08-19 19:55:00,MAIN_BLOCK,FLOOR2,IT Project Lab,71,429.61,110.95,57.25,54.15,2.19,-40.0,Cloudy,Freshwarite,Low,Light,Excellent
2874,2025-03-20 12:54:00,MECH_BLOCK,FLOOR1,Classroom,186,1291.55,47.7,28.5,128.9,4.29,-65.0,Rainy,No_Event,High,Heavy,Poor
2875,2025-01-09 20:26:00,HOSTEL_GIRLS,GROUND,Hostel,228,2797.56,24.6,18.0,156.2,5.53,-77.0,Cloudy,No_Event,High,Heavy,Poor
2876,2025-06-07 02:18:00,MAIN_BLOCK,FLOOR2,IT Project Lab,110,1119.08,89.5,47.5,79.5,3.3,-59.0,Cloudy,No_Event,Medium,Moderate,Good
2877,2025-09-16 19:25:00,AMENITY,GROUND,Music Room,105,1410.4,92.25,48.75,76.25,4.27,-65.0,Cloudy,No_Event,Medium,Moderate,Good
2878,2025-08-12 05:36:00,MECH_BLOCK,GROUND,FABLAB,94,1106.26,98.3,51.5,69.1,4.01,-76.0,Rainy,Freshwarite,Low,Light,Good
2879,2025-05-18 18:45:00,MAIN_BLOCK,GROUND,Classroom,41,612.42,127.45,64.75,34.65,1.69,-76.0,Rainy,Culturals,Low,Light,Excellent
2880,2025-01-22 21:28:00,MECH_BLOCK,GROUND,FABLAB,95,791.54,97.75,51.25,69.75,3.72,-80.0,Cloudy,No_Event,Low,Light,Good
2881,2025-04-14 01:47:00,BUS_AREA,GROUND,Bus Bay,60,440.92,117.0,60.0,47.0,3.59,-50.0,Rainy,No_Event,Low,Light,Excellent
2882,2025-09-22 13:43:00,MAIN_BLOCK,GROUND,Library,168,2333.88,57.6,33.0,117.2,3.92,-36.0,Rainy,Thiran,Medium,Moderate,Poor
2883,2025-09-09 19:25:00,HOSTEL_GIRLS,GROUND,Hostel,231,2864.43,22.95,17.25,158.15,5.96,-40.0,Cloudy,Culturals,High,Heavy,Poor
2884,2025-08-25 15:36:00,AMENITY,GROUND,Food Court,229,3074.77,24.05,17.75,156.85,6.17,-47.0,Rainy,FlashMob,High,Heavy,Poor
2885,2025-11-22 01:25:00,MECH_BLOCK,FLOOR1,Classroom,56,510.05,119.2,61.0,44.4,2.8,-66.0,Cloudy,No_Event,Low,Light,Excellent
2886,2025-05-03 09:01:00,MAIN_BLOCK,FLOOR1,Auditorium,370,2454.58,8.0,5.0,248.5,9.7,-73.0,Cloudy,Freshwarite,High,Heavy,Poor
2887,2025-12-11 09:11:00,MAIN_BLOCK,FLOOR2,IT Project Lab,117,1450.09,85.65,45.75,84.05,3.16,-75.0,Sunny,No_Event,Medium,Moderate,Good
2888,2025-12-07 07:01:00,MECH_BLOCK,FLOOR3,Lab,99,1229.43,95.55,50.25,72.35,3.53,-46.0,Sunny,Thiran,Low,Light,Good
2889,2025-04-21 02:19:00,AI_BLOCK,FLOOR2,Synapse Studio,230,1913.7,23.5,17.5,157.5,6.48,-66.0,Sunny,Thiran,High,Heavy,Poor
2890,2025-09-10 07:21:00,AI_BLOCK,FLOOR1,Classroom,74,961.69,109.3,56.5,56.1,2.67,-79.0,Sunny,Freshwarite,Low,Light,Excellent
2891,2025-08-26 04:54:00,MAIN_BLOCK,FLOOR1,Classroom,71,877.75,110.95,57.25,54.15,3.08,-80.0,Cloudy,No_Event,Low,Light,Excellent
2892,2025-05-11 15:51:00,AI_BLOCK,GROUND,AI Lab,178,2600.59,52.1,30.5,123.7,4.11,-54.0,Sunny,Culturals,Medium,Moderate,Poor
2893,2025-03-06 06:14:00,MECH_BLOCK,FLOOR2,Library,83,822.21,104.35,54.25,61.95,4.11,-36.0,Cloudy,Culturals,Low,Light,Good
2894,2025-03-09 17:19:00,AI_BLOCK,FLOOR2,Synapse Studio,103,1270.9,93.35,49.25,74.95,3.37,-64.0,Sunny,No_Event,Medium,Moderate,Good
2895,2025-05-17 01:28:00,MECH_BLOCK,GROUND,FABLAB,65,538.02,114.25,58.75,50.25,1.88,-58.0,Sunny,No_Event,Low,Light,Excellent
2896,2025-07-23 15:16:00,MAIN_BLOCK,FLOOR1,Auditorium,122,1211.54,82.9,44.5,87.3,4.77,-44.0,Sunny,No_Event,Medium,Moderate,Good
2897,2025-01-03 08:40:00,AI_BLOCK,FLOOR2,Vista Hall,68,1016.36,112.6,58.0,52.2,3.6,-66.0,Sunny,No_Event,Low,Light,Excellent
2898,2025-09-13 00:12:00,AMENITY,GROUND,Music Room,63,491.43,115.35,59.25,48.95,2.7,-46.0,Cloudy,No_Event,Low,Light,Excellent
2899,2025-05-17 05:10:00,MECH_BLOCK,FLOOR3,Lab,99,1252.42,95.55,50.25,72.35,3.3,-60.0,Rainy,No_Event,Low,Light,Good
2900,2025-10-07 21:53:00,MECH_BLOCK,FLOOR1,Classroom,81,1187.12,105.45,54.75,60.65,3.02,-53.0,Cloudy,No_Event,Low,Light,Good
2901,2025-09-05 19:38:00,AI_BLOCK,FLOOR3,Cyber Lab,71,836.64,110.95,57.25,54.15,2.07,-40.0,Sunny,FlashMob,Low,Light,Excellent
2902,2025-02-28 20:04:00,MAIN_BLOCK,FLOOR1,Auditorium,66,762.97,95.55,58.5,50.9,2.1,-74.0,Sunny,No_Event,Low,Light,Excellent
2903,2025-03-19 08:16:00,HOSTEL_BOYS,GROUND,Hostel,46,300.22,124.7,63.5,37.9,2.39,-54.0,Rainy,No_Event,Low,Light,Excellent
2904,2025-08-10 02:41:00,MECH_BLOCK,GROUND,Lab,99,1251.94,95.55,50.25,72.35,4.38,-75.0,Cloudy,No_Event,Low,Light,Good
2905,2025-03-28 21:54:00,MAIN_BLOCK,GROUND,Library,75,774.19,108.75,56.25,56.75,3.69,-63.0,Rainy,Thiran,Low,Light,Excellent
2906,2025-04-12 07:19:00,MAIN_BLOCK,FLOOR1,Auditorium,207,1504.78,36.15,23.25,142.55,5.79,-47.0,Rainy,Thiran,High,Heavy,Poor
2907,2025-12-23 13:06:00,MARIO,GROUND,Snack Corner,202,1304.63,38.9,24.5,139.3,5.54,-56.0,Sunny,FlashMob,High,Heavy,Poor
2908,2025-01-06 13:08:00,MAIN_BLOCK,FLOOR2,IT Project Lab,165,1322.3,59.25,33.75,115.25,4.87,-79.0,Rainy,No_Event,Medium,Moderate,Poor
2909,2025-05-21 12:25:00,MECH_BLOCK,FLOOR3,Lab,126,1190.82,80.7,43.5,89.9,3.31,-45.0,Rainy,No_Event,Medium,Moderate,Good
2910,2025-09-25 01:43:00,MAIN_BLOCK,FLOOR3,Cybernet Lab,108,985.94,90.6,48.0,78.2,3.48,-53.0,Cloudy,No_Event,Medium,Moderate,Good
2911,2025-11-16 08:13:00,MECH_BLOCK,FLOOR2,Lab,100,1397.06,95.0,50.0,73.0,3.9,-50.0,Cloudy,Culturals,Medium,Moderate,Good
2912,2025-12-26 22:18:00,AI_BLOCK,FLOOR3,Cyber Lab,87,1020.6,102.15,53.25,64.55,3.12,-36.0,Sunny,No_Event,Low,Light,Good
2913,2025-04-17 11:06:00,MECH_BLOCK,GROUND,Lab,150,1903.03,67.5,37.5,105.5,4.71,-78.0,Rainy,Culturals,Medium,Moderate,Poor
2914,2025-08-04 15:41:00,MAIN_BLOCK,FLOOR2,IT Project Lab,163,2038.13,60.35,34.25,113.95,3.93,-63.0,Rainy,FlashMob,Medium,Moderate,Poor
2915,2025-02-25 08:42:00,MECH_BLOCK,GROUND,Lab,73,744.13,109.85,56.75,55.45,2.3,-58.0,Sunny,Thiran,Low,Light,Excellent
2916,2025-09-28 04:38:00,MAIN_BLOCK,GROUND,Library,94,1007.88,98.3,51.5,69.1,2.91,-52.0,Sunny,Culturals,Low,Light,Good
2917,2025-10-03 01:34:00,MAIN_BLOCK,FLOOR1,Auditorium,235,3325.31,20.75,16.25,160.75,6.94,-41.0,Cloudy,FlashMob,High,Heavy,Poor
2918,2025-11-24 17:27:00,MAIN_BLOCK,FLOOR3,Classroom,47,685.47,124.15,63.25,38.55,2.34,-67.0,Sunny,FlashMob,Low,Light,Excellent
2919,2025-06-23 03:36:00,MAIN_BLOCK,FLOOR3,Cybernet Lab,63,797.79,115.35,59.25,48.95,3.36,-79.0,Cloudy,No_Event,Low,Light,Excellent
2920,2025-08-22 05:03:00,AI_BLOCK,GROUND,Robospace,117,884.02,85.65,45.75,84.05,4.49,-42.0,Sunny,No_Event,Medium,Moderate,Good
2921,2025-04-27 05:59:00,MAIN_BLOCK,FLOOR3,Cybernet Lab,114,914.54,87.3,46.5,82.1,3.71,-65.0,Sunny,Freshwarite,Medium,Moderate,Good
2922,2025-11-05 22:21:00,MAIN_BLOCK,FLOOR1,Auditorium,119,881.64,84.55,45.25,85.35,4.86,-47.0,Cloudy,No_Event,Medium,Moderate,Good
2923,2025-12-18 21:00:00,MAIN_BLOCK,FLOOR3,Cybernet Lab,85,1223.87,103.25,53.75,63.25,3.18,-46.0,Cloudy,No_Event,Low,Light,Good
2924,2025-08-04 16:24:00,MAIN_BLOCK,FLOOR1,Classroom,149,1614.77,68.05,37.75,104.85,4.48,-73.0,Rainy,No_Event,Medium,Moderate,Poor
2925,2025-11-10 22:04:00,AI_BLOCK,FLOOR2,GenAI Lab,68,743.82,112.6,58.0,52.2,3.05,-70.0,Sunny,No_Event,Low,Light,Excellent
2926,2025-06-12 07:08:00,MECH_BLOCK,GROUND,FABLAB,76,873.8,108.2,56.0,57.4,3.6,-60.0,Cloudy,No_Event,Low,Light,Excellent
